City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
150,kirakira,-10.4544,161.9205,25.67,85,100,6.29,SB,1723059633
151,cambria,35.5641,-121.0808,35.13,66,31,2.89,US,1723059634
152,kone,-21.0595,164.8658,18.62,78,100,2.84,NC,1723059636
153,aasiaat,68.7098,-52.8699,4.55,91,86,4.02,GL,1723059629
154,rodolfo sanchez taboada,31.7167,-116.5667,23.94,72,58,3.13,MX,1723059638
155,kilindoni,-7.9139,39.6668,25.03,77,7,7.95,TZ,1723059639
156,mount isa,-20.7333,139.5,5.87,65,0,3.09,AU,1723059640
157,floro,61.5996,5.0328,17.98,63,75,6.69,NO,1723059641
158,el hamma,33.8915,9.7963,28.62,55,0,3.5,TN,1723059642
159,schweich,49.8222,6.7526,21.73,68,75,1.54,DE,1723059643
160,kill devil hills,36.0307,-75.676,25.55,97,40,3.6,US,1723059395
161,udachny,66.4167,112.4,12.29,58,85,3.91,RU,1723059646
162,geraldton,-28.7667,114.6,13.23,94,20,3.09,AU,1723059647
163,afaahiti,-17.75,-149.2833,25.93,83,36,8.08,PF,1723059648
164,longyearbyen,78.2186,15.6401,10.91,93,75,2.57,SJ,1723059649
165,chibougamau,49.9168,-74.3659,17.79,52,100,5.14,CA,1723059650
166,mhangura,-16.8939,30.1683,15.43,60,0,1.62,ZW,1723059651
167,santa elena de uairen,4.6167,-61.1333,25.06,66,34,3.81,VE,1723059652
168,tughyl,47.7252,84.2063,21.99,51,65,4.38,KZ,1723059653
169,cartagena,10.3997,-75.5144,29.79,84,40,2.06,CO,1723059357
170,chokwe,-24.5333,32.9833,18.22,68,0,3.96,MZ,1723059656
171,tocopilla,-22.092,-70.1979,18.9,65,6,8.07,CL,1723059114
172,malango,-2.9627,119.9001,17.59,99,61,1.03,ID,1723059658
173,lihue,21.9789,-159.3672,26.77,71,20,5.66,US,1723059659
174,remire-montjoly,4.9167,-52.2667,30.02,74,100,5.66,GF,1723059660
175,belmonte,-15.8631,-38.8828,23.24,73,6,3.41,BR,1723059661
176,mandalgovi,45.7625,106.2708,17.31,65,74,7.18,MN,1723059662
177,acarau,-2.8856,-40.12,27.23,70,4,8.71,BR,1723059663
178,kargasok,59.0556,80.8572,10.93,85,39,2.36,RU,1723059665
179,loushanguan,28.1375,106.82,21.38,96,6,2.53,CN,1723059666
180,kurchatov,51.6601,35.6521,18.23,93,13,3.03,RU,1723059667
181,alofi,-19.0595,-169.9187,20.94,68,75,4.12,NU,1723059668
182,khairpur nathan shah,27.0936,67.7337,32.27,68,70,3.86,PK,1723059669
183,cockburn town,21.4612,-71.1419,28.2,82,100,6.55,TC,1723059670
184,bredasdorp,-34.5322,20.0403,9.71,95,2,1.82,ZA,1723059671
185,fale old settlement,-9.3852,-171.2468,27.76,73,100,8.39,TK,1723059386
186,bhim tal,29.35,79.5667,18.42,86,93,1.59,IN,1723059674
187,pokhara,28.2333,83.9833,21.36,87,97,0.41,NP,1723059675
188,saint-joseph,-21.3667,55.6167,18.21,73,0,2.6,RE,1723059676
189,collierville,35.042,-89.6645,28.06,61,75,4.12,US,1723059677
190,wau,7.7029,27.9953,23.27,88,100,1.86,SS,1723059678
191,nemuro,43.3236,145.575,17.64,100,100,4.33,JP,1723059680
192,ciudad dario,12.7314,-86.124,32.34,61,100,3.81,NI,1723059681
193,itoman,26.1247,127.6694,29.01,92,40,2.57,JP,1723059682
194,nantucket,41.2835,-70.0995,20.56,77,100,6.69,US,1723059446
195,weno,7.4515,151.8468,27.97,83,100,2.06,FM,1723059684
196,hrubieszow,50.805,23.8925,19.01,60,39,1.36,PL,1723059685
197,kruisfontein,-34.0033,24.7314,11.05,44,2,2.34,ZA,1723059686
198,zahedan,29.4963,60.8629,31.95,10,0,5.14,IR,1723059687
199,kendraparha,20.5,86.4167,26.14,86,40,2.56,IN,1723059688
200,pak chong,14.708,101.4161,23.92,91,54,1.61,TH,1723059690
201,san antonio de pale,-1.4014,5.6325,22.85,83,100,4.58,GQ,1723059691
202,chui,-33.6971,-53.4616,13.86,71,100,5.05,UY,1723059692
203,malanje,-9.5402,16.341,24.26,28,19,1.93,AO,1723059693
204,tromso,69.6496,18.957,20.01,52,0,1.03,NO,1723059494
205,puerto natales,-51.7236,-72.4875,1.25,80,0,3.6,CL,1723059344
206,nova sintra,14.8667,-24.7167,25.58,84,89,6.05,CV,1723059696
207,keflavik,64.0049,-22.5624,14.95,82,0,5.66,IS,1723059697
208,bandundu,-3.3167,17.3667,29.32,33,14,1.78,CD,1723059699
209,zhangye,38.9342,100.4517,25.07,35,100,2.46,CN,1723059700
210,nagqu,31.5,92.0,7.56,73,100,3.15,CN,1723059701
211,medina,24.4686,39.6142,35.24,36,0,5.14,SA,1723059498
212,vila franca do campo,37.7167,-25.4333,24.23,85,87,3.13,PT,1723059703
213,fort-shevchenko,44.5086,50.263,27.07,78,89,8.5,KZ,1723059704
214,atafu village,-8.5421,-172.5159,28.51,69,85,8.58,TK,1723059705
215,dongning,44.0622,131.1207,20.21,95,98,1.53,CN,1723059706
216,port alfred,-33.5906,26.891,19.04,38,10,3.03,ZA,1723059707
217,tayga,56.06,85.6197,16.51,99,24,1.85,RU,1723059709
218,avarua,-21.2078,-159.775,24.03,64,40,5.66,CK,1723059710
219,marsa alam,25.0757,34.8918,32.05,55,8,0.72,EG,1723059711
220,flying fish cove,-10.4217,105.6791,24.82,83,40,6.17,CX,1723059712
221,villa dolores,-31.9459,-65.1896,12.6,23,96,8.04,AR,1723059713
222,cuyo,10.8525,121.0086,28.84,77,78,4.35,PH,1723059715
223,karratha,-20.7377,116.8463,20.54,39,3,4.25,AU,1723059717
224,ribeira grande,38.5167,-28.7,26.22,65,20,4.92,PT,1723059718
225,laramie,41.3114,-105.5911,28.64,17,100,8.49,US,1723059488
226,kidal,18.4411,1.4078,35.65,31,6,9.61,ML,1723059720
227,barra de santo antonio,-9.4047,-35.5072,27.6,70,55,4.0,BR,1723059721
228,hadibu,12.65,54.0333,25.87,82,36,8.95,YE,1723059722
229,hausach,48.2833,8.1667,22.63,88,24,0.98,DE,1723059723
230,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,88,40,3.0,RU,1723059724
231,tidjikja,18.5564,-11.4271,32.58,41,28,5.27,MR,1723059727
232,yerofey pavlovich,53.9667,121.9667,12.9,85,100,1.53,RU,1723059728
233,meadow lakes,61.6247,-149.6011,16.93,91,100,0.45,US,1723059729
234,klyuchi,52.2667,79.1667,18.55,87,100,2.77,RU,1723059730
235,tolanaro,-25.0319,46.9987,22.04,73,75,7.2,MG,1723059731
236,riberalta,-10.9833,-66.1,26.11,89,100,0.0,BO,1723059732
237,enriquillo,17.9,-71.2333,32.82,66,100,4.48,DO,1723059733
238,margate,51.3813,1.3862,18.28,69,100,6.55,GB,1723059495
239,pasni,25.2631,63.471,27.57,83,95,3.82,PK,1723059736
240,borodino,55.9106,94.8983,15.09,94,92,2.62,RU,1723059737
241,mega,4.05,38.3,18.93,59,100,6.22,ET,1723059738
242,puerto baquerizo moreno,-0.9,-89.6,23.55,83,75,3.6,EC,1723059739
243,brioude,45.1667,3.4167,18.93,93,100,1.53,FR,1723059740
244,along,28.1667,94.7667,21.23,99,79,0.14,IN,1723059741
245,saurimo,-9.6608,20.3916,21.16,18,95,1.61,AO,1723059742
246,mondim de basto,41.4135,-7.9548,23.24,54,0,1.55,PT,1723059744
247,grosskarolinenfeld,47.8856,12.0744,20.53,87,100,2.18,DE,1723059745
248,port elizabeth,-33.918,25.5701,14.62,57,0,1.03,ZA,1723059746
249,cidreira,-30.1811,-50.2056,16.39,92,100,5.76,BR,1723059747
250,bontang,0.1333,117.5,24.42,93,100,1.26,ID,1723059748
251,olinda,-8.0089,-34.8553,27.85,61,75,5.66,BR,1723059688
252,kalinovskaya,43.5758,45.5192,21.6,72,97,3.31,RU,1723059750
253,bopolu,7.0667,-10.4875,22.68,92,98,2.17,LR,1723059751
254,glasgow,55.8652,-4.2576,15.12,78,0,5.66,GB,1723059752
255,yarmouth,41.7057,-70.2286,20.56,82,100,5.14,US,1723059754
256,krasnovishersk,60.4078,57.082,11.53,84,97,0.98,RU,1723059755
257,kailua-kona,19.6406,-155.9956,28.11,83,40,1.54,US,1723059756
258,orapa,-21.2833,25.3667,18.96,36,0,4.25,BW,1723059757
259,horta,38.5333,-28.6333,25.8,73,20,4.92,PT,1723059758
260,tarnogskiy gorodok,60.4997,43.5761,13.03,87,99,1.72,RU,1723059760
261,akhmet'a,42.0311,45.2075,24.29,82,0,3.29,GE,1723059762
262,vetlanda,57.4289,15.0776,16.23,79,100,1.89,SE,1723059763
263,namtsy,62.7161,129.6658,7.43,95,4,2.32,RU,1723059764
264,camana,-16.6228,-72.7111,15.68,85,100,5.34,PE,1723059765
265,alcarras,41.5667,0.5167,30.43,43,0,4.63,ES,1723059766
266,trevelin,-43.0858,-71.4639,9.71,68,85,1.18,AR,1723059767
267,kamphaeng phet,16.25,99.5,24.85,87,100,1.48,TH,1723059768
268,wetaskiwin,52.9668,-113.3687,18.71,51,91,1.21,CA,1723059769
269,barah,13.7,30.3667,27.81,68,100,4.19,SD,1723059771
270,whitehorse,60.7161,-135.0538,24.5,36,0,7.2,CA,1723059723
271,pachino,36.7186,15.0907,27.33,76,1,3.69,IT,1723059773
272,tosontsengel,48.7567,98.2839,11.11,59,100,1.05,MN,1723059774
273,san felipe,10.3399,-68.7425,30.13,52,100,1.6,VE,1723059775
274,naze,28.3667,129.4833,24.51,83,5,0.89,JP,1723059776
275,saint-pierre,-21.3393,55.4781,18.82,68,0,3.09,RE,1723059777
276,elk city,35.412,-99.4043,40.12,18,0,4.12,US,1723059778
277,mhamid,29.82,-5.72,39.92,8,4,3.79,MA,1723059779
278,tondano,1.3038,124.9112,19.05,99,85,1.55,ID,1723059781
279,kavaratti,10.5669,72.642,27.38,83,100,5.9,IN,1723059783
280,tselinnoye,53.0833,85.6667,16.7,95,100,3.89,RU,1723059784
281,beloyarskiy,63.7119,66.6722,7.04,93,0,1.7,RU,1723059785
282,bingol,38.8847,40.4939,24.21,35,0,2.88,TR,1723059786
283,salekhard,66.53,66.6019,7.67,82,0,1.82,RU,1723059787
284,ulsteinvik,62.3432,5.8487,16.5,90,100,0.89,NO,1723059788
285,kavieng,-2.5744,150.7967,27.68,77,12,5.21,PG,1723059789
286,egilsstadir,65.2653,-14.3948,9.95,81,75,6.17,IS,1723059748
287,glace bay,46.1969,-59.957,24.53,53,75,3.6,CA,1723059792
288,kingston,17.997,-76.7936,33.53,66,20,10.29,JM,1723059413
289,nuku'alofa,-21.1333,-175.2,21.19,68,40,4.63,TO,1723059794
290,lensk,60.7253,114.9278,12.98,76,12,1.99,RU,1723059795
291,puerto aysen,-45.4,-72.7,6.74,90,89,1.32,CL,1723059592
292,tomohon,1.3346,124.8392,18.52,94,90,1.53,ID,1723059797
293,pagar alam,-4.0167,103.2667,20.11,88,100,0.68,ID,1723059798
294,anta,25.15,76.3,26.66,86,100,3.13,IN,1723059799
295,ghadamis,30.1337,9.5007,33.0,32,0,6.81,LY,1723059801
296,shizunai-furukawacho,42.3339,142.3669,22.41,95,100,1.97,JP,1723059802
297,kosh-agach,50.0,88.6667,9.64,73,8,0.84,RU,1723059803
298,pariaman,-0.619,100.12,25.03,85,100,1.64,ID,1723059804
299,hanzhong,33.0728,107.0303,23.08,94,50,0.83,CN,1723059805
300,sinabang,2.4803,96.3801,26.39,82,100,1.28,ID,1723059806
301,sisimiut,66.9395,-53.6735,7.99,82,64,5.6,GL,1723059807
302,whakatane,-37.9585,176.9854,8.76,88,100,2.86,NZ,1723059808
303,queenstown,-31.8976,26.8753,11.77,30,36,2.52,ZA,1723059810
304,port isabel,26.0734,-97.2086,36.71,67,9,3.13,US,1723059811
305,alamosa,37.4695,-105.87,26.99,36,0,0.0,US,1723059812
306,labytnangi,66.6572,66.4183,7.59,83,0,1.39,RU,1723059814
307,yefremov,53.1481,38.0992,16.34,88,94,0.74,RU,1723059815
308,bikenibeu village,1.3673,173.1241,26.98,89,75,0.0,KI,1723059816
309,ninh binh,20.2539,105.975,27.55,90,3,1.69,VN,1723059817
310,xilin hot,43.9667,116.0333,17.74,57,50,1.18,CN,1723059818
311,rio gallegos,-51.6226,-69.2181,2.03,60,0,3.09,AR,1723059623
312,casper,42.8666,-106.3131,28.18,39,0,3.09,US,1723059822
313,yangjiang,21.85,111.9667,26.88,87,58,1.9,CN,1723059823
314,nizhnesortymskiy,62.4397,71.7603,11.4,67,100,5.23,RU,1723059824
315,quang ngai,15.1167,108.8,24.36,87,15,1.76,VN,1723059825
316,kol'chugino,56.3,39.3833,15.39,87,95,1.22,RU,1723059697
317,keetmanshoop,-26.5833,18.1333,15.93,10,0,2.47,NA,1723059827
318,kuanda,56.3161,116.0806,15.87,69,99,0.39,RU,1723059829
319,ust'-kulom,61.6864,53.6902,9.57,90,52,2.33,RU,1723059830
320,san gabriel,34.0961,-118.1058,33.74,44,0,3.6,US,1723059831
321,plettenberg bay,-34.0527,23.3716,13.32,63,0,3.55,ZA,1723059832
322,basco,20.4487,121.9702,29.3,80,100,9.7,PH,1723059833
323,gisborne,-38.6533,178.0042,6.98,75,13,2.47,NZ,1723059647
324,uliastay,47.7417,96.8444,13.25,52,100,2.56,MN,1723059835
325,rio pardo de minas,-15.6097,-42.5397,23.05,56,18,3.0,BR,1723059836
326,bukama,-9.2,25.85,23.43,22,72,1.49,CD,1723059838
327,tayu,-6.5397,111.0518,23.61,87,0,4.02,ID,1723059839
328,ancud,-41.8697,-73.8203,8.99,68,3,0.6,CL,1723059840
329,parabel',58.6978,81.4825,11.34,92,16,2.19,RU,1723059841
330,wotho,10.1657,166.0102,28.05,75,86,4.44,MH,1723059842
331,kasongo-lunda,-6.4667,16.8167,26.31,25,21,0.53,CD,1723059844
332,kotlas,61.2611,46.6556,12.74,87,99,1.74,RU,1723059846
333,santa luzia,-19.7697,-43.8514,28.6,32,75,2.06,BR,1723059847
334,kayangel,8.0823,134.7173,28.37,78,97,4.8,PW,1723059848
335,hilo,19.7297,-155.09,27.83,79,0,2.57,US,1723059849
336,minas de marcona,-15.2119,-75.1103,11.61,83,84,10.53,PE,1723059850
337,lansing,42.7325,-84.5555,25.15,53,0,5.66,US,1723059640
338,dauphin,51.1494,-100.0502,17.08,51,40,6.69,CA,1723059852
339,polyarnyy,69.1989,33.4478,15.38,55,8,3.64,RU,1723059853
340,san julian,21.0167,-102.1667,25.53,41,74,1.48,MX,1723059854
341,tura,25.5198,90.2201,24.3,97,100,3.23,IN,1723059685
342,nova xavantina,-14.6667,-52.35,33.72,20,0,2.18,BR,1723059857
343,loa janan,-0.583,117.095,22.8,99,100,0.76,ID,1723059858
344,turpan,42.9333,89.1667,24.32,60,97,5.96,CN,1723059860
345,port macquarie,-31.4333,152.9167,8.83,76,98,1.64,AU,1723059861
346,jaunpils,56.7325,23.0136,15.43,89,0,1.66,LV,1723059862
347,longboat key,27.4125,-82.659,33.9,64,0,7.2,US,1723059864
348,amurzet,47.6967,131.0981,19.6,90,20,1.12,RU,1723059865
349,hasaki,35.7333,140.8333,26.22,91,100,1.71,JP,1723059866
350,homer,59.6425,-151.5483,16.0,72,100,8.05,US,1723059867
351,ariquemes,-9.9133,-63.0408,37.13,24,11,1.2,BR,1723059868
352,barcelos,41.5388,-8.6151,19.08,79,0,1.76,PT,1723059748
353,raja,8.4596,25.678,20.95,96,100,1.88,SS,1723059870
354,constantia,44.1833,28.65,20.39,69,2,1.93,RO,1723059245
355,nizhnyaya salda,58.0776,60.7202,11.15,87,100,2.65,RU,1723059872
356,nguigmi,14.2495,13.1092,29.9,61,99,1.65,NE,1723059874
357,mochudi,-24.4167,26.15,16.33,37,0,2.49,BW,1723059875
358,hammamet,36.4,10.6167,26.92,72,0,1.57,TN,1723059876
359,aripuana,-9.1667,-60.6333,37.36,19,6,0.73,BR,1723059877
360,port hedland,-20.3167,118.5667,16.03,88,44,2.57,AU,1723059878
361,ipora,-16.4419,-51.1178,31.02,20,3,2.36,BR,1723059879
362,cruz das almas,-12.67,-39.1019,23.87,71,40,3.58,BR,1723059880
363,sabha,27.0377,14.4283,34.21,13,24,3.02,LY,1723059881
364,guerrero negro,27.9769,-114.0611,30.77,46,2,5.51,MX,1723059883
365,cabo san lucas,22.8909,-109.9124,33.61,71,20,5.66,MX,1723059850
366,bereznik,62.8551,42.7072,16.34,66,100,1.72,RU,1723059885
367,lewistown,40.5992,-77.5714,23.99,91,100,2.57,US,1723059886
368,nytva,57.9404,55.334,16.94,96,87,3.52,RU,1723059887
369,zlynka,52.4267,31.7378,15.9,85,100,2.38,RU,1723059888
370,tazovsky,67.4667,78.7,8.91,75,100,5.91,RU,1723059889
371,quelimane,-17.8786,36.8883,21.97,88,0,2.24,MZ,1723059890
372,glushkovo,51.3392,34.6328,16.15,84,3,2.44,RU,1723059892
373,sobeslav,49.2599,14.7186,21.14,95,73,3.51,CZ,1723059893
374,inirida,3.8653,-67.9239,32.54,55,32,0.6,CO,1723059894
375,vila do maio,15.1333,-23.2167,28.44,80,8,4.89,CV,1723059895
376,talara,-4.5772,-81.2719,24.42,64,0,7.72,PE,1723059896
377,kegeyli shahar,42.7767,59.6078,29.05,17,4,3.86,UZ,1723059897
378,manta,-0.95,-80.7333,28.88,61,40,5.66,EC,1723059898
379,jinzhou,41.1078,121.1417,22.33,95,2,1.08,CN,1723059899
